measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2013,13.677757588119999,21.64001987466,4.48506196282
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2014,1038.333778695949,1671.875592772158,345.8111076809729
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2014,0.4388591306702513,0.6381212874028455,0.1581675578762756
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2014,12.989421257810001,20.914947400099997,4.32605222469
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2015,997.8704199482,1578.4419035970438,323.9975174436265
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2015,0.4331246087699143,0.6365799842356475,0.1527217366232825
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2015,12.34165054742,19.522152369860002,4.00719778699
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2016,963.178231475908,1517.2389729140114,341.234843493889
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2016,0.4272970939558158,0.6350231347409081,0.1497049613183233
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2016,11.7802414244,18.556733131359998,4.17350466135
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2017,938.2921907713784,1558.6049795250292,311.3050420529547
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2017,0.424254026827639,0.6315746273777669,0.1468371663040829
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2017,11.35167831082,18.85636746765,3.76624118657
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2018,912.3601116895338,1465.4876820455097,298.4809356793935
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2018,0.4193902718249961,0.6262424666336993,0.1428282428485467
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2018,10.92123846156,17.54235003595,3.57291099536
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2019,896.388121774366,1481.1762734820231,305.7758329773627
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2019,0.4167431316846135,0.6289735332585015,0.1428221571924124
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2019,10.61905405819,17.54674179158,3.62237073562
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2020,884.2065771102264,1448.6967713445974,282.2560811237456
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2020,0.4211016080881437,0.6327987509781992,0.1403921653599179
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2020,10.37135391205,16.99257539564,3.31073957935
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,1,Number,2021,869.6169287352603,1486.2214536945953,284.29797397246585
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,2,Percent,2021,0.4245958449283482,0.6342776966217412,0.1432264036574083
1,Deaths,4714,South Sumatra,3,Both,22,All ages,957,Enteric infections,83,Unsafe water source,3,Rate,2021,10.10835533579,17.27571539284,3.30465616204
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2000,590.8114675348047,924.6614381647598,250.77351355921397
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2000,0.0555439235730427,0.0844554328461518,0.0231587427885848
